id,DurationMonth,CreditAmount,score,sex,age35,protected
499,0.029411765,0.940959613,0.661154365,1,1,1
500,0.294117647,0.841917024,0.304378544,0,1,3
501,0.470588235,0.71151095,0.654033957,1,0,2
502,0.073529412,0.951799274,0.624867352,1,0,2
503,0.294117647,0.946847144,0.509946938,1,0,2
504,0.294117647,0.947342357,0.463527443,0,1,3
505,0.088235294,0.941729944,0.447435393,1,1,1
506,0.161764706,0.883900077,0.442604301,1,0,2
507,0.161764706,0.636843843,0.35788066,1,1,1
508,0.294117647,0.936007483,0.414907001,1,1,1
509,0.514705882,0.541212721,0.498775554,1,0,2
510,0.117647059,0.971992957,0.435281863,1,1,1
511,0.470588235,0.755915043,0.499504486,1,1,1
512,0.161764706,0.86590734,0.578791698,1,1,1
513,0.117647059,0.981567074,0.53008635,1,1,1
514,0.294117647,0.889677561,0.313264225,1,0,2
515,0.029411765,0.980246506,0.513424795,0,0,4
516,0.029411765,0.938868714,0.451463035,1,0,2
517,0.470588235,0.621602289,0.544283508,0,1,3
518,0.029411765,0.947562452,0.491840164,1,0,2
519,0.029411765,0.975239353,0.605516487,1,0,2
520,0.294117647,0.710740618,0.636562778,1,0,2
521,0.205882353,0.838230439,0.442315558,0,1,3
522,0.647058824,0.622042478,0.592701017,1,0,2
523,0.294117647,0.821833388,0.564207945,0,1,3
524,0.205882353,0.952514581,0.471329662,0,1,3
525,0.323529412,0.575437438,0.46182329,1,1,1
526,0.161764706,0.929459668,0.435576628,0,1,3
527,0,0.931055354,0.44453743,1,0,2
528,0.470588235,0.887091449,0.531661337,1,1,1
529,0.029411765,0.977330252,0.427610918,1,0,2
530,0.470588235,0.888687135,0.516454333,1,1,1
531,0.161764706,0.868988665,0.579364968,0,1,3
532,0.117647059,0.931055354,0.474177193,1,0,2
533,0.294117647,0.941619897,0.508974427,1,1,1
534,0.294117647,0.84290745,0.397586065,1,1,1
535,0.25,0.886156047,0.366416629,1,1,1
536,0.029411765,0.938153406,0.342802822,0,0,4
537,0.205882353,0.815010454,0.593034321,0,0,4
538,0.647058824,0.586607241,0.624868105,1,0,2
539,0.205882353,0.845988775,0.358487652,0,0,4
540,0.117647059,0.92934962,0.380836591,1,1,1
541,0.294117647,0.901947838,0.641128462,1,0,2
542,0.382352941,0.664355673,0.56682951,1,1,1
543,0.205882353,0.856168152,0.375885365,1,1,1
544,0.117647059,0.944701222,0.592995029,1,0,2
545,0.294117647,0.940409376,0.36921433,1,0,2
546,0.294117647,0.902498074,0.501695948,0,0,4
547,0.294117647,0.928359194,0.444491815,1,1,1
548,0.117647059,0.979311104,0.459899193,0,1,3
549,0.647058824,0.526356333,0.51288344,1,0,2
550,0.117647059,0.95895235,0.572390588,0,1,3
551,0.029411765,0.91746451,0.587015741,1,0,2
552,0.647058824,0.628645317,0.562921701,1,1,1
553,0.117647059,0.903983713,0.283094097,1,1,1
554,0.073529412,0.947782546,0.585360364,0,0,4
555,0.117647059,0.940519423,0.351906942,1,1,1
556,0.205882353,0.888412017,0.467155542,0,1,3
557,0.25,0.738472543,0.60250652,0,1,3
558,0.294117647,0.818311874,0.563552779,1,1,1
559,0.205882353,0.907670298,0.431978788,1,1,1
560,0.294117647,0.850665786,0.585075988,1,0,2
561,0.294117647,0.928689336,0.529824555,1,1,1
562,0.029411765,0.976174755,0.342124624,0,1,3
563,0.470588235,0.332067789,0.521424377,1,0,2
564,0.294117647,0.754484428,0.450902712,1,0,2
565,0.294117647,0.928304171,0.537504834,0,1,3
566,0.117647059,0.938263453,0.537533739,1,0,2
567,0.294117647,0.871904919,0.558019702,1,1,1
568,0.647058824,0.794816771,0.500814064,1,0,2
569,0.647058824,0.64190602,0.456861676,0,1,3
570,0.294117647,0.835809398,0.419521311,0,1,3
571,0.382352941,0.686145042,0.462356214,1,0,2
572,0.294117647,0.714812369,0.459025739,0,1,3
573,0.161764706,0.969406845,0.466264475,0,1,3
574,0.073529412,0.954220315,0.586558089,1,1,1
575,0.161764706,0.86034995,0.577757766,0,1,3
576,0.117647059,0.852536591,0.428561299,0,1,3
577,0.294117647,0.907725322,0.487164583,0,1,3
578,0.470588235,0.858589193,0.526358591,1,1,1
579,0.294117647,0.962198745,0.443035608,1,1,1
580,0.205882353,0.95565093,0.619199991,1,1,1
581,0.117647059,0.841862001,0.480838895,1,0,2
582,0.073529412,0.937383075,0.374123253,0,1,3
583,0.470588235,0.882579509,0.32151958,1,1,1
584,0.117647059,0.896390448,0.584006978,0,0,4
585,0.205882353,0.901562672,0.578129307,0,1,3
586,0.073529412,0.85974469,0.468206034,1,0,2
587,0.117647059,0.942830417,0.313577205,1,1,1
588,0.205882353,0.946792121,0.42375339,1,0,2
589,0.117647059,0.890172774,0.590602139,1,0,2
590,0.117647059,0.992571806,0.601901184,0,0,4
591,0.294117647,0.905634423,0.548791083,0,0,4
592,0.25,0.927258721,0.567862088,0,0,4
593,0.294117647,0.864201607,0.502322962,0,1,3
594,0.294117647,0.939033785,0.578260731,1,0,2
595,0.029411765,0.962528887,0.347337796,0,1,3
596,0.294117647,0.934411797,0.600656641,0,1,3
597,0.294117647,0.780400572,0.641770831,1,0,2
598,0.205882353,0.861065258,0.539587152,1,1,1
599,0.294117647,0.801199516,0.482849705,1,1,1
600,0.044117647,0.88560581,0.359018318,0,0,4
601,0.073529412,0.963244195,0.332422997,0,1,3
602,0.294117647,0.912677451,0.5268456,0,1,3
603,0.470588235,0.829481677,0.451175798,0,1,3
604,0.088235294,0.943600748,0.33150438,0,1,3
605,0.294117647,0.858149004,0.493444958,1,1,1
606,0.294117647,0.764718829,0.43730291,1,0,2
607,0.470588235,0.866787719,0.527883898,0,0,4
608,0.205882353,0.900902388,0.298936696,1,1,1
609,0.161764706,0.942225157,0.577486486,1,0,2
610,0.117647059,0.972983383,0.342442873,0,1,3
611,0.088235294,0.945526576,0.634188255,0,0,4
612,0.25,0.829041488,0.340286788,0,1,3
613,0.294117647,0.813909981,0.578237698,0,1,3
614,0.205882353,0.914273137,0.394447533,0,1,3
615,0.647058824,0.342247166,0.455374758,1,0,2
616,0.823529412,0.509904259,0.519398512,1,1,1
617,0.029411765,0.81148894,0.575051294,1,0,2
618,0.382352941,0.8244195,0.565601074,0,1,3
619,0.117647059,0.978540773,0.36673262,1,0,2
620,0.25,0.812809508,0.585328901,1,1,1
621,0.205882353,0.929569715,0.474812788,1,1,1
622,0.647058824,0.798393309,0.454967839,1,0,2
623,0.117647059,0.911521954,0.284496561,0,1,3
624,0.205882353,0.870694399,0.525874744,1,0,2
625,0.161764706,0.904864092,0.477512334,1,0,2
626,0.029411765,0.89732585,0.420478316,1,0,2
627,0.073529412,0.934686915,0.528660402,1,1,1
628,0.558823529,0.791350281,0.576776523,1,0,2
629,0.073529412,0.802905249,0.604918076,1,0,2
630,0.294117647,0.812369319,0.546943311,0,1,3
631,0.205882353,0.928304171,0.443569586,1,0,2
632,0.161764706,0.93430175,0.296942596,1,1,1
633,0.073529412,0.904809068,0.430078477,0,1,3
634,0.294117647,0.939198856,0.469764311,0,1,3
635,0.117647059,0.937107956,0.66134977,1,0,2
636,0.294117647,0.938043359,0.415285769,0,1,3
637,0.823529412,0.152470562,0.615689918,1,1,1
638,0.117647059,0.93160559,0.381256307,0,1,3
639,0.558823529,0.77330252,0.557914924,1,1,1
640,0.205882353,0.97248817,0.219231725,0,1,3
641,0.161764706,0.941784968,0.600660404,1,0,2
642,0.161764706,0.759381534,0.411686122,1,0,2
643,0.294117647,0.91190712,0.503446468,1,1,1
644,0.205882353,0.910311434,0.463477914,1,1,1
645,0.470588235,0.574667107,0.473535878,1,1,1
646,0.382352941,0.76158248,0.507398838,1,1,1
647,0.117647059,0.937493122,0.444367165,0,1,3
648,0.294117647,0.961648509,0.51270068,1,0,2
649,0.117647059,0.976119731,0.459305449,1,0,2
650,0.647058824,0.602399032,0.441759601,1,0,2
651,0.117647059,0.90800044,0.353608837,1,0,2
652,0.294117647,0.887036426,0.452307734,1,0,2
653,0.470588235,0.568834599,0.790280217,1,0,2
654,0.294117647,0.884670408,0.544890801,1,0,2
655,0.147058824,0.795146913,0.454363858,1,1,1
656,0.117647059,0.964894905,0.550240365,1,0,2
657,0.647058824,0.451304061,0.483416351,1,0,2
658,0.382352941,0.781501045,0.46459299,0,1,3
659,0.205882353,0.663750413,0.456365786,1,0,2
660,0.117647059,0.942390228,0.507293759,1,1,1
661,0.117647059,0.964234621,0.387326824,1,1,1
662,0.25,0.890447893,0.537757747,1,0,2
663,0.029411765,0.955981072,0.29960797,1,0,2
664,0.029411765,0.956146143,0.501189068,0,0,4
665,0.294117647,0.666336525,0.341479846,1,1,1
666,0.382352941,0.821393199,0.409999282,1,1,1
667,0.647058824,0.815175525,0.504601739,0,1,3
668,0.117647059,0.747276329,0.610528382,1,0,2
669,0.382352941,0.847749532,0.600949297,1,0,2
670,0.294117647,0.786012986,0.487776242,1,1,1
671,0.470588235,0.697810058,0.558461698,1,1,1
672,0.823529412,0.443380654,0.693068539,1,0,2
673,0.029411765,0.899306702,0.451854598,1,1,1
674,0.25,0.871794872,0.324985092,1,0,2
675,0.382352941,0.764498734,0.562204963,0,1,3
676,0.294117647,0.730384065,0.562697993,1,1,1
677,1,0.705898536,0.565438487,1,1,1
678,0.294117647,0.882579509,0.56775761,1,0,2
679,0.205882353,0.933806537,0.33606615,0,1,3
680,0.029411765,0.929129526,0.410891403,0,0,4
681,0.117647059,0.888356994,0.466233312,1,0,2
682,0.161764706,0.932430945,0.482641051,1,1,1
683,0.294117647,0.732970177,0.501163626,1,0,2
684,0.470588235,0.471387697,0.570600173,1,1,1
685,0.823529412,0.654616485,0.554073655,1,1,1
686,0.088235294,0.939639045,0.470302203,1,1,1
687,0.470588235,0.8562782,0.572440267,1,1,1
688,0.073529412,0.862275779,0.577204066,1,0,2
689,0.117647059,0.812864532,0.498699831,1,1,1
690,0.161764706,0.960107846,0.549805746,1,1,1
691,0.161764706,0.868988665,0.385566519,0,1,3
692,0.294117647,0.854407395,0.368717837,1,1,1
693,0.029411765,0.754264334,0.448125786,1,0,2
694,0.294117647,0.888081875,0.452502237,1,1,1
695,0.029411765,0.945746671,0.522510097,1,0,2
696,0.117647059,0.953064818,0.524783605,1,1,1
697,0.117647059,0.962804006,0.340549035,0,0,4
698,0.205882353,0.914713327,0.441041057,1,1,1
699,0.161764706,0.908935842,0.594548939,1,0,2
700,0.117647059,0.951964345,0.454811424,0,1,3
701,0.647058824,0.665401122,0.662783246,1,0,2
702,0.294117647,0.937988335,0.508298787,0,0,4
703,0.382352941,0.876031694,0.559699467,1,0,2
704,0.338235294,0.874656102,0.318677469,0,1,3
705,0.161764706,0.720809948,0.629316215,0,0,4
706,0.647058824,0.652800704,0.505400222,1,1,1
707,0.117647059,0.850390668,0.412658182,0,1,3
708,0.073529412,0.947397381,0.562032892,0,1,3
709,0.073529412,0.897215803,0.405409962,1,0,2
710,0.205882353,0.979146033,0.615819235,1,1,1
711,0.029411765,0.94783757,0.553906853,0,0,4
712,0.25,0.877517332,0.605119504,1,0,2
713,0.073529412,0.95113899,0.492961563,1,1,1
714,0.823529412,0.241939034,0.454040641,1,1,1
715,0.382352941,0.595796192,0.693609141,1,0,2
716,0.382352941,0.844448113,0.584831204,1,0,2
717,0.205882353,0.930945306,0.420805146,1,1,1
718,0.294117647,0.840541433,0.474665255,1,1,1
719,0.235294118,0.675470452,0.619056974,1,1,1
720,0.073529412,0.940189281,0.397901152,1,1,1
721,0.029411765,0.98993067,0.329179988,0,1,3
722,0.117647059,0.94618686,0.360713287,0,1,3
723,0.073529412,0.970287224,0.403500769,0,0,4
724,0.338235294,0.872345108,0.488790152,0,1,3
725,0.029411765,1,0.462836297,0,0,4
726,0.161764706,0.941344778,0.476547501,1,0,2
727,0.205882353,0.910201387,0.533224882,0,1,3
728,0.647058824,0.660724111,0.568889848,0,0,4
729,0.294117647,0.943600748,0.617870089,1,0,2
730,0.294117647,0.661439419,0.410336198,1,1,1
731,0.294117647,0.904423902,0.540813932,1,1,1
732,0.058823529,0.971937933,0.4010719,0,0,4
733,0.294117647,0.870529328,0.557763778,0,1,3
734,0,0.827775944,0.433074594,0,0,4
735,0.470588235,0.794211511,0.359342588,0,1,3
736,0.294117647,0.377682403,0.566846521,0,1,3
737,0.205882353,0.772752283,0.468893266,1,0,2
738,0.029411765,0.641740949,0.566726086,1,0,2
739,0.382352941,0.778254649,0.518252575,0,1,3
740,0.294117647,0.885825905,0.560609653,1,1,1
741,0.088235294,0.956091119,0.45010724,1,1,1
742,0.25,0.839881149,0.528349981,1,0,2
743,0.294117647,0.877132167,0.49697671,1,1,1
744,0.514705882,0.233575437,0.534563966,1,1,1
745,0.132352941,0.914878398,0.342120559,1,1,1
746,0.161764706,0.875591504,0.472066272,0,1,3
747,0.117647059,0.943655772,0.298226883,0,0,4
748,0.25,0.724991746,0.506975209,1,1,1
749,0.161764706,0.847089248,0.482267402,1,1,1
750,0.029411765,0.990205788,0.484269932,0,0,4
751,0.205882353,0.960052823,0.426220498,0,1,3
752,0.117647059,0.967481017,0.566225378,0,1,3
753,0.382352941,0.696214372,0.479733454,0,1,3
754,0.117647059,0.928194123,0.613179755,1,0,2
755,0.294117647,0.943050512,0.555752216,0,1,3
756,0.029411765,0.94228018,0.459849664,1,0,2
757,0.161764706,0.943820843,0.562279482,1,0,2
758,0.294117647,0.937107956,0.477127244,1,1,1
759,0.117647059,0.975734566,0.57551286,1,0,2
760,0.161764706,0.736161549,0.632172327,0,0,4
761,0.205882353,0.896885661,0.530747537,0,1,3
762,0.117647059,0.891933531,0.397131273,1,1,1
763,0.25,0.316055904,0.500661564,1,1,1
764,0.294117647,0.87823264,0.543693077,1,1,1
765,0.117647059,0.950203588,0.578514849,1,0,2
766,0.382352941,0.842742379,0.49924254,1,1,1
767,0.088235294,0.854132277,0.500905595,0,1,3
768,0.117647059,0.814735336,0.731606027,1,1,1
769,0.117647059,0.922691757,0.650915749,1,0,2
770,0.294117647,0.859029383,0.648647509,0,1,3
771,0.470588235,0.569990096,0.480417674,0,1,3
772,0.25,0.833553428,0.689963428,1,0,2
773,0.294117647,0.891438318,0.639173203,1,0,2
774,0.117647059,0.932320898,0.489916519,1,0,2
775,0.294117647,0.938318477,0.508360209,0,1,3
776,0.470588235,0.819247276,0.612062421,1,0,2
777,0.205882353,0.820677891,0.377034464,0,1,3
778,0.470588235,0.699515792,0.566530982,1,0,2
779,0.205882353,0.800704303,0.435333951,0,0,4
780,0.514705882,0.742324199,0.574951333,1,1,1
781,0.294117647,0.907010014,0.595558635,1,0,2
782,0.117647059,0.936172554,0.420865664,1,1,1
783,0.117647059,0.967756135,0.318214548,0,1,3
784,0.235294118,0.657862881,0.468494325,1,0,2
785,0.205882353,0.906954991,0.369830203,1,0,2
786,0.264705882,0.866567624,0.613570265,1,0,2
787,0.647058824,0.862385826,0.652919935,1,0,2
788,0.647058824,0.671288654,0.617366973,1,0,2
789,0.529411765,0.683724001,0.458257817,1,1,1
790,0.25,0.948387807,0.657064398,0,0,4
791,0.294117647,0.666391548,0.605055974,1,0,2
792,0.029411765,0.946572026,0.507159775,1,1,1
793,0.294117647,0.85462749,0.616820801,1,0,2
794,0.294117647,0.845273468,0.537561138,1,1,1
795,0.073529412,0.887146473,0.473304041,0,1,3
796,0.205882353,0.600473203,0.615135917,1,0,2
797,0.117647059,0.944536151,0.515444938,0,1,3
798,0.294117647,0.974303951,0.654590065,1,0,2
799,0.073529412,0.928524265,0.279451847,1,0,2
800,0.294117647,0.92588313,0.64558154,1,0,2
801,0.205882353,0.914988445,0.634890691,0,0,4
802,0.235294118,0.778694839,0.700277015,0,1,3
803,0.117647059,0.960052823,0.619106955,1,0,2
804,0.117647059,0.602619126,0.273537895,0,1,3
805,0.470588235,0.503631562,0.42931221,1,1,1
806,0.029411765,0.981291956,0.381836351,1,1,1
807,0.117647059,0.962583911,0.712601111,1,0,2
808,0.558823529,0.502971278,0.406845546,1,0,2
809,0.161764706,0.915923847,0.355538956,0,1,3
810,0.058823529,0.963849455,0.360807377,1,1,1
811,0.029411765,0.987124464,0.475944725,1,1,1
812,0.470588235,0.483933091,0.549678386,1,1,1
813,0.647058824,0.845878728,0.587833343,1,0,2
814,0.647058824,0.797457907,0.594328694,1,0,2
815,0.470588235,0.604820073,0.44813798,0,0,4
816,0.029411765,0.940134258,0.552473679,1,0,2
817,0.029411765,0.928249147,0.550262495,0,1,3
818,0.470588235,0.141245736,0.338635778,1,0,2
819,0.205882353,0.939749092,0.445698873,1,1,1
820,0.117647059,0.953174865,0.462788575,1,1,1
821,0.117647059,0.847804556,0.350161541,1,1,1
822,0.470588235,0.864531749,0.589479687,1,0,2
823,0.058823529,0.973533619,0.587415284,1,0,2
824,0.205882353,0.80576648,0.428523814,1,0,2
825,0.25,0.925608011,0.590810793,1,1,1
826,0.205882353,0.795532079,0.744449197,0,1,3
827,0.205882353,0.78458237,0.47884615,1,0,2
828,0.470588235,0.555133707,0.593932765,1,0,2
829,0.647058824,0.646142841,0.519665426,1,0,2
830,0.294117647,0.883074722,0.451570673,1,0,2
831,0.205882353,0.946847144,0.400507813,0,1,3
832,0.602941176,0.363596346,0.66044109,1,1,1
833,0.294117647,0.734015627,0.625389136,0,0,4
834,0.161764706,0.885715858,0.419686306,0,1,3
835,0.117647059,0.954220315,0.524998581,1,0,2
836,0.117647059,0.965004952,0.387470142,0,1,3
837,0,0.980686695,0.438267292,0,1,3
838,0.294117647,0.851050952,0.631659274,1,0,2
839,0.294117647,0.870089138,0.588689634,1,0,2
840,0.470588235,0.728788379,0.455697975,1,1,1
841,0.25,0.8490701,0.444788236,1,1,1
842,0.205882353,0.906844943,0.439577171,0,1,3
843,0.294117647,0.927974029,0.552947289,1,0,2
844,0.205882353,0.82546495,0.656994847,1,0,2
845,0.25,0.794981842,0.535500498,1,0,2
846,0.205882353,0.641740949,0.545294258,1,0,2
847,0.294117647,0.945031363,0.370074235,1,1,1
848,0.073529412,0.938703643,0.544911576,1,0,2
849,0.117647059,0.97474414,0.552072781,1,0,2
850,0.235294118,0.890778035,0.442059935,1,1,1
851,0.294117647,0.791350281,0.605048297,1,0,2
852,0.161764706,0.932816111,0.529224338,1,0,2
853,0.205882353,0.934411797,0.560984958,1,1,1
854,0.470588235,0.415373611,0.55242701,1,0,2
855,0.294117647,0.93265104,0.414282546,1,1,1
856,0.088235294,0.964564763,0.474939545,0,0,4
857,0.161764706,0.829811819,0.370525865,1,1,1
858,0.161764706,0.795917244,0.39522765,0,1,3
859,0.073529412,0.816936283,0.444737804,1,1,1
860,0.294117647,0.694398591,0.416468137,1,1,1
861,0.205882353,0.894409596,0.390751991,1,1,1
862,0.294117647,0.879553208,0.450915508,0,0,4
863,0.338235294,0.764718829,0.367991465,1,1,1
864,0.088235294,0.892153626,0.40720414,1,1,1
865,0.161764706,0.891548366,0.537050494,0,1,3
866,0.205882353,0.882304391,0.295476604,0,1,3
867,0.117647059,0.830472103,0.61050279,1,0,2
868,0.470588235,0.606085617,0.556900562,1,0,2
869,0.117647059,0.977880489,0.575912102,0,1,3
870,0.470588235,0.591284252,0.631666199,0,0,4
871,0.029411765,0.939859139,0.691957378,1,0,2
872,0.294117647,0.937713217,0.461735975,1,1,1
873,0.161764706,0.965665236,0.302777664,0,1,3
874,0.117647059,0.816220975,0.398549092,1,1,1
875,0.102941176,0.941014636,0.519805733,0,0,4
876,0.205882353,0.907010014,0.493871448,1,0,2
877,0.470588235,0.815945857,0.518424947,1,1,1
878,0.073529412,0.93551227,0.381527135,1,1,1
879,0.382352941,0.642786398,0.578320497,1,0,2
880,0.294117647,0.583801034,0.496667042,1,0,2
881,0.294117647,0.50330142,0.489442307,1,0,2
882,0.382352941,0.893749312,0.656019024,1,0,2
883,0.205882353,0.953339936,0.401715775,0,0,4
884,0.294117647,0.790524926,0.511871486,1,0,2
885,0.117647059,0.970012105,0.434913333,0,0,4
886,0.294117647,0.858314075,0.539987297,1,1,1
887,0.647058824,0.151425113,0.396617166,1,1,1
888,0.470588235,0.649829427,0.650310263,1,1,1
889,0.352941176,0.583250798,0.48425277,1,0,2
890,0.338235294,0.879388137,0.761418313,1,0,2
891,0.161764706,0.913117641,0.618582762,1,0,2
892,0.117647059,0.894299549,0.490594718,1,0,2
893,0.470588235,0.694618686,0.57337183,1,1,1
894,0.205882353,0.949433256,0.494012206,1,1,1
895,0.470588235,0.521459227,0.471388675,1,1,1
896,0.25,0.870364257,0.464253815,0,1,3
897,0.117647059,0.926158248,0.457762228,0,0,4
898,0.161764706,0.893474194,0.591672353,0,1,3
899,0.205882353,0.785242654,0.478968994,1,0,2
900,0.176470588,0.869318807,0.628673996,1,0,2
901,0.235294118,0.821998459,0.537790867,1,0,2
902,0.470588235,0.437273027,0.649524576,1,0,2
903,0.161764706,0.937493122,0.390559596,1,0,2
904,0.294117647,0.943435677,0.486056432,1,0,2
905,0.117647059,0.952844723,0.470479091,1,1,1
906,0.25,0.806701882,0.467913528,1,1,1
907,0.470588235,0.809563112,0.486229708,1,1,1
908,0.161764706,0.81600088,0.43772383,0,0,4
909,0.073529412,0.837955321,0.425392508,0,1,3
910,0.470588235,0.768680533,0.556143027,0,1,3
911,0.294117647,0.75316386,0.466160901,0,1,3
912,0.382352941,0.849180147,0.663230962,0,1,3
913,0.102941176,0.895895235,0.557923053,1,1,1
914,0.294117647,0.839826125,0.397012795,1,1,1
915,0.647058824,0,0.422708618,0,1,3
916,0.088235294,0.857048531,0.454936526,1,1,1
917,0.029411765,0.194123473,0.529960044,1,0,2
918,0.294117647,0.883955101,0.358711209,1,1,1
919,0.294117647,0.829701772,0.511408264,1,0,2
920,0.205882353,0.913777925,0.440867028,0,1,3
921,0.647058824,0.312259271,0.387780111,1,0,2
922,0.073529412,0.938593595,0.451867846,0,1,3
923,0.117647059,0.903598547,0.54658833,1,1,1
924,0.294117647,0.635633322,0.328015684,1,0,2
925,0.117647059,0.975404424,0.389404927,1,0,2
926,0.205882353,0.956036096,0.448729014,0,1,3
927,0.647058824,0.447177286,0.622183462,1,0,2
928,0.382352941,0.911026741,0.612721801,1,0,2
929,0.117647059,0.939804116,0.406037428,1,0,2
930,0.294117647,0.917629581,0.295208787,1,1,1
931,0.073529412,0.921866403,0.324724803,0,1,3
932,0.073529412,0.946406955,0.406809867,1,1,1
933,0.117647059,0.985033564,0.623754535,1,0,2
934,0.117647059,0.931330472,0.334693494,0,1,3
935,0.382352941,0.908165511,0.49591041,1,1,1
936,0.073529412,0.972763288,0.388457557,0,1,3
937,0.029411765,0.900242104,0.382261185,1,1,1
938,0.823529412,0.66776714,0.556520289,1,0,2
939,0.294117647,0.637284032,0.584136747,1,0,2
940,0.117647059,0.819687466,0.445705648,1,0,2
941,0.088235294,0.928689336,0.38299373,1,1,1
942,0.294117647,0.962638935,0.466373318,1,1,1
943,0,0.933696489,0.491540432,1,0,2
944,0.161764706,0.912237262,0.292837575,0,0,4
945,0.647058824,0.553868163,0.455986416,0,1,3
946,0.294117647,0.829481677,0.441599874,1,1,1
947,0.117647059,0.856443271,0.390528433,1,0,2
948,0.205882353,0.929404644,0.280983627,1,0,2
949,0.294117647,0.814515242,0.686877437,1,1,1
950,0.205882353,0.816220975,0.407213022,1,0,2
951,0.470588235,0.895730164,0.548772415,1,1,1
952,0.294117647,0.787443601,0.464786589,0,1,3
953,0.470588235,0.409926268,0.32660735,0,1,3
954,0.117647059,0.909596126,0.470184779,0,1,3
955,0.294117647,0.946021789,0.672584081,0,0,4
956,0.382352941,0.812589413,0.617663694,1,0,2
957,0.073529412,0.950258611,0.694348159,1,0,2
958,0.352941176,0.793331132,0.407058414,1,0,2
959,0.294117647,0.844888302,0.584001107,1,1,1
960,0.029411765,0.918014746,0.563862297,1,1,1
961,0.25,0.884285243,0.629634464,1,0,2
962,0.161764706,0.818091779,0.399353145,1,1,1
963,0.294117647,0.881864202,0.575376468,1,0,2
964,0.029411765,0.988775173,0.290205322,1,1,1
965,0.382352941,0.919390338,0.38171968,0,1,3
966,0.338235294,0.875096291,0.435038435,1,1,1
967,0.161764706,0.817431496,0.484501619,0,0,4
968,0.558823529,0.619456366,0.606811764,1,1,1
969,0.102941176,0.797017718,0.469759794,1,0,2
970,0.161764706,0.930450094,0.389249265,1,1,1
971,0.294117647,0.606965995,0.516480678,1,0,2
972,0.294117647,0.948112688,0.510182388,0,1,3
973,0.823529412,0.612248267,0.639214452,1,0,2
974,0.382352941,0.857983933,0.41680686,0,1,3
975,0.294117647,0.944536151,0.470757296,0,0,4
976,0.029411765,0.972323099,0.48094292,0,0,4
977,0.205882353,0.880213492,0.527645739,1,0,2
978,0.294117647,0.874105866,0.612692747,1,0,2
979,0.161764706,0.944206009,0.453824009,1,1,1
980,0.382352941,0.552327501,0.468467679,1,0,2
981,0.647058824,0.747221305,0.406687776,1,1,1
982,0.25,0.852921756,0.461008699,0,1,3
983,0.470588235,0.560966215,0.439979123,1,1,1
984,0.294117647,0.902167932,0.540394216,1,1,1
985,0.161764706,0.93490701,0.483101715,0,1,3
986,0.558823529,0.667712116,0.429743066,1,1,1
987,0.132352941,0.936227578,0.446867693,0,0,4
988,0.294117647,0.651755255,0.292255424,1,1,1
989,0.294117647,0.917849675,0.527807874,1,0,2
990,0.117647059,0.817596567,0.352293388,1,0,2
991,0.161764706,0.927423792,0.55147693,1,1,1
992,0.205882353,0.907230109,0.617943404,1,1,1
993,0.470588235,0.795917244,0.398419624,1,1,1
994,0.117647059,0.882249367,0.511608637,1,0,2
995,0.117647059,0.918234841,0.526055547,0,1,3
996,0.382352941,0.801529658,0.522582809,1,0,2
997,0.117647059,0.969516892,0.574356084,1,0,2
998,0.602941176,0.912237262,0.56096343,1,1,1
999,0.602941176,0.761967646,0.470990789,1,1,1
